type        entry_flag  entry_name                              entry_disp                              version                 latest                  release         support         web_regexp                                                                                                                                      web_path                                                                                                                                        web_tstamp                                      web_size        web_check                                       web_status      iso_path                                                                                iso_tstamp                                      iso_size        iso_volume                                  rmk_path                                                                                rmk_tstamp                                      rmk_size        rmk_volume                                  ldr_initrd                                                                              ldr_kernel                                                                              cfg_path                                                                                cfg_tstamp                                      lnk_path                                                                                options                                                     create_flag 
dvd         x           ubuntu-live-24.10                       Ubuntu%2024.10%20Live%20Server          ubuntu-24.10            ubuntu-24.10            2024-10-10      2025-07-10      https://old-releases.ubuntu.com/releases/24.10/ubuntu-24.10[0-9.-]*-live-server-amd64.iso                                                       https://old-releases.ubuntu.com/releases/24.10/ubuntu-24.10-live-server-amd64.iso                                                               2024-10-07T21:19:04+00:00                       2098460672      2026-09-15T18:00:29.104195+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-24.10-live-server-amd64.iso                           -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-24.10-live-server-amd64_nocloud.iso                                -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-24.10/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-24.10/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server_old                                                 -                                               -                                                                                       -                                                           -           
dvd         x           ubuntu-live-25.04                       Ubuntu%2025.04%20Live%20Server          ubuntu-25.04            ubuntu-25.04            2025-04-17      2026-01-15      https://old-releases.ubuntu.com/releases/25.04/ubuntu-25.04[0-9.-]*-live-server-amd64.iso                                                       https://old-releases.ubuntu.com/releases/25.04/ubuntu-25.04-live-server-amd64.iso                                                               2025-04-15T22:38:47+00:00                       2021750784      2026-09-15T18:00:29.986441+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.04-live-server-amd64.iso                           -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-25.04-live-server-amd64_nocloud.iso                                -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-25.04/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-25.04/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server_old                                                 -                                               -                                                                                       -                                                           -           
dvd         L           ubuntu-live-25.10                       Ubuntu%2025.10%20Live%20Server          ubuntu-25.10            ubuntu-25.10            2025-10-09      2026-07-09      https://releases.ubuntu.com/25.10/ubuntu-25.10[0-9.-]*-live-server-amd64.iso                                                                    https://releases.ubuntu.com/25.10/ubuntu-25.10-live-server-amd64.iso                                                                            2025-10-07T19:35:49+00:00                       2283360256      2026-09-15T18:00:30.611729+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-live-server-amd64.iso                           2025-10-07T19:35:49+00:00                       2283360256      -                                           :_DIRS_RMAK_:/ubuntu-25.10-live-server-amd64_nocloud.iso                                -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-25.10/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-25.10/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server_old                                                 -                                               -                                                                                       -                                                           -           
dvd         o           ubuntu-live-26.04                       Ubuntu%2026.04%20Live%20Server          ubuntu-26.04            ubuntu-26.04            2026-04-23      2041-04-xx      https://releases.ubuntu.com/26.04/ubuntu-26.04[0-9.-]*-live-server-amd64.iso                                                                    https://releases.ubuntu.com/26.04/ubuntu-26.04.1-live-server-amd64.iso                                                                          2026-08-26T05:14:44+00:00                       2927861760      2026-09-15T18:00:31.265421+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-26.04.1-live-server-amd64.iso                         -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-26.04.1-live-server-amd64_nocloud.iso                              -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-26.04/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-26.04/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server                                                     -                                               -                                                                                       -                                                           -           
dvd         o           ubuntu-live-26.10                       Ubuntu%2026.10%20Live%20Server          ubuntu-26.10            ubuntu-26.10            2026-10-15      2027-07-15      https://cdimage.ubuntu.com/ubuntu-server/stonking/daily-live/current/stonking-live-server-amd64.iso                                             https://cdimage.ubuntu.com/ubuntu-server/stonking/daily-live/current/stonking-live-server-amd64.iso                                             2026-07-26T07:00:26+00:00                       2940776448      2026-09-15T18:00:32.202013+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/stonking-live-server-amd64.iso                               2026-07-26T07:00:26+00:00                       2940776448      -                                           :_DIRS_RMAK_:/stonking-live-server-amd64_nocloud.iso                                    -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-live-26.10/casper/initrd                                           :_DIRS_LOAD_:/ubuntu-live-26.10/casper/vmlinuz                                          :_DIRS_CONF_:/nocloud/ubuntu_server                                                     -                                               -                                                                                       -                                                           -           
dvd         o           fedora-43                               Fedora%20Server%2043                    fedora-43               fedora-43               2025-10-28      2026-12-09      https://download.fedoraproject.org/pub/fedora/linux/releases/43/Server/x86_64/iso/Fedora-Server-dvd-x86_64-43[0-9.-]+.iso                       https://download.fedoraproject.org/pub/fedora/linux/releases/43/Server/x86_64/iso/Fedora-Server-dvd-x86_64-43-1.6.iso                           2025-10-23T03:43:07+00:00                       3484483584      2026-09-15T18:00:33.283672+00:00                200             :_DIRS_ISOS_:/linux/fedora/Fedora-Server-dvd-x86_64-43-1.6.iso                          2025-10-23T03:43:07+00:00                       3484483584      -                                           :_DIRS_RMAK_:/Fedora-Server-dvd-x86_64-43-1.6_kickstart.iso                             -                                               -               -                                           :_DIRS_LOAD_:/fedora-43/images/pxeboot/initrd.img                                       :_DIRS_LOAD_:/fedora-43/images/pxeboot/vmlinuz                                          :_DIRS_CONF_:/kickstart/ks_fedora-43_dvd.cfg                                            -                                               -                                                                                       -                                                           -           
dvd         o           fedora-44                               Fedora%20Server%2044                    fedora-44               fedora-44               2026-04-28      2027-06-02      https://download.fedoraproject.org/pub/fedora/linux/releases/44/Server/x86_64/iso/Fedora-Server-dvd-x86_64-44[0-9.-]+.iso                       https://download.fedoraproject.org/pub/fedora/linux/releases/44/Server/x86_64/iso/Fedora-Server-dvd-x86_64-44-1.7.iso                           2026-04-22T13:55:18+00:00                       3913023488      2026-09-15T18:00:33.668943+00:00                200             :_DIRS_ISOS_:/linux/fedora/Fedora-Server-dvd-x86_64-44-1.7.iso                          2026-04-22T13:55:18+00:00                       3913023488      -                                           :_DIRS_RMAK_:/Fedora-Server-dvd-x86_64-44-1.7_kickstart.iso                             -                                               -               -                                           :_DIRS_LOAD_:/fedora-44/images/pxeboot/initrd.img                                       :_DIRS_LOAD_:/fedora-44/images/pxeboot/vmlinuz                                          :_DIRS_CONF_:/kickstart/ks_fedora-44_dvd.cfg                                            -                                               -                                                                                       -                                                           -           
dvd         o           centos-stream-9                         CentOS%20Stream%209                     centos-stream-9         centos-stream-9         2021-12-03      2027-05-31      https://mirror.stream.centos.org/9-stream/BaseOS/x86_64/iso/CentOS-Stream-9-latest-x86_64-dvd1.iso                                              https://mirror.stream.centos.org/9-stream/BaseOS/x86_64/iso/CentOS-Stream-9-latest-x86_64-dvd1.iso                                              2026-09-14T04:02:37+00:00                       15667757056     2026-09-15T18:00:34.554438+00:00                200             :_DIRS_ISOS_:/linux/centos/CentOS-Stream-9-latest-x86_64-dvd1.iso                       2026-07-28T18:32:04+00:00                       15622471680     -                                           :_DIRS_RMAK_:/CentOS-Stream-9-latest-x86_64-dvd1_kickstart.iso                          -                                               -               -                                           :_DIRS_LOAD_:/centos-stream-9/images/pxeboot/initrd.img                                 :_DIRS_LOAD_:/centos-stream-9/images/pxeboot/vmlinuz                                    :_DIRS_CONF_:/kickstart/ks_centos-stream-9_dvd.cfg                                      -                                               -                                                                                       -                                                           -           
dvd         o           centos-stream-10                        CentOS%20Stream%2010                    centos-stream-10        centos-stream-10        2024-12-12      2030-05-31      https://mirror.stream.centos.org/10-stream/BaseOS/x86_64/iso/CentOS-Stream-10-latest-x86_64-dvd1.iso                                            https://mirror.stream.centos.org/10-stream/BaseOS/x86_64/iso/CentOS-Stream-10-latest-x86_64-dvd1.iso                                            2026-09-14T04:21:41+00:00                       10721099776     2026-09-15T18:00:35.228716+00:00                200             :_DIRS_ISOS_:/linux/centos/CentOS-Stream-10-latest-x86_64-dvd1.iso                      2026-07-28T15:16:00+00:00                       10572398592     -                                           :_DIRS_RMAK_:/CentOS-Stream-10-latest-x86_64-dvd1_kickstart.iso                         -                                               -               -                                           :_DIRS_LOAD_:/centos-stream-10/images/pxeboot/initrd.img                                :_DIRS_LOAD_:/centos-stream-10/images/pxeboot/vmlinuz                                   :_DIRS_CONF_:/kickstart/ks_centos-stream-10_dvd.cfg                                     -                                               -                                                                                       -                                                           -           
dvd         o           almalinux-9                             Alma%20Linux%209                        almalinux-9             almalinux-9.6           2025-05-20      20xx-xx-xx      https://repo.almalinux.org/almalinux/9/isos/x86_64/AlmaLinux-9-latest-x86_64-dvd.iso                                                            https://repo.almalinux.org/almalinux/9/isos/x86_64/AlmaLinux-9-latest-x86_64-dvd.iso                                                            2026-05-24T07:51:05+00:00                       15151923200     2026-09-15T18:00:35.265502+00:00                200             :_DIRS_ISOS_:/linux/almalinux/AlmaLinux-9-latest-x86_64-dvd.iso                         2026-05-24T07:51:05+00:00                       15151923200     -                                           :_DIRS_RMAK_:/AlmaLinux-9-latest-x86_64-dvd_kickstart.iso                               -                                               -               -                                           :_DIRS_LOAD_:/almalinux-9/images/pxeboot/initrd.img                                     :_DIRS_LOAD_:/almalinux-9/images/pxeboot/vmlinuz                                        :_DIRS_CONF_:/kickstart/ks_almalinux-9_dvd.cfg                                          -                                               -                                                                                       -                                                           -           
dvd         o           almalinux-10                            Alma%20Linux%2010                       almalinux-10            almalinux-10.0          2025-05-27      20xx-xx-xx      https://repo.almalinux.org/almalinux/10/isos/x86_64/AlmaLinux-10-latest-x86_64-dvd.iso                                                          https://repo.almalinux.org/almalinux/10/isos/x86_64/AlmaLinux-10-latest-x86_64-dvd.iso                                                          2026-05-23T21:44:03+00:00                       10106372096     2026-09-15T18:00:35.282322+00:00                200             :_DIRS_ISOS_:/linux/almalinux/AlmaLinux-10-latest-x86_64-dvd.iso                        2026-05-23T21:44:03+00:00                       10106372096     -                                           :_DIRS_RMAK_:/AlmaLinux-10-latest-x86_64-dvd_kickstart.iso                              -                                               -               -                                           :_DIRS_LOAD_:/almalinux-10/images/pxeboot/initrd.img                                    :_DIRS_LOAD_:/almalinux-10/images/pxeboot/vmlinuz                                       :_DIRS_CONF_:/kickstart/ks_almalinux-10_dvd.cfg                                         -                                               -                                                                                       -                                                           -           
dvd         o           rockylinux-9                            Rocky%20Linux%209                       rockylinux-9            rockylinux-9.6          2024-11-19      20xx-xx-xx      https://download.rockylinux.org/pub/rocky/9/isos/x86_64/Rocky-9-latest-x86_64-dvd.iso                                                           https://download.rockylinux.org/pub/rocky/9/isos/x86_64/Rocky-9-latest-x86_64-dvd.iso                                                           2026-05-25T19:55:35+00:00                       15194259456     2026-09-15T18:00:35.693629+00:00                200             :_DIRS_ISOS_:/linux/rockylinux/Rocky-9-latest-x86_64-dvd.iso                            2026-05-25T19:55:35+00:00                       15194259456     -                                           :_DIRS_RMAK_:/Rocky-9-latest-x86_64-dvd_kickstart.iso                                   -                                               -               -                                           :_DIRS_LOAD_:/rockylinux-9/images/pxeboot/initrd.img                                    :_DIRS_LOAD_:/rockylinux-9/images/pxeboot/vmlinuz                                       :_DIRS_CONF_:/kickstart/ks_rockylinux-9_dvd.cfg                                         -                                               -                                                                                       -                                                           -           
dvd         o           rockylinux-10                           Rocky%20Linux%2010                      rockylinux-10           rockylinux-10.0         20xx-xx-xx      20xx-xx-xx      https://download.rockylinux.org/pub/rocky/10/isos/x86_64/Rocky-10-latest-x86_64-dvd.iso                                                         https://download.rockylinux.org/pub/rocky/10/isos/x86_64/Rocky-10-latest-x86_64-dvd.iso                                                         2026-05-26T00:19:37+00:00                       10226171904     2026-09-15T18:00:36.226982+00:00                200             :_DIRS_ISOS_:/linux/rockylinux/Rocky-10-latest-x86_64-dvd.iso                           2026-05-26T00:19:37+00:00                       10226171904     -                                           :_DIRS_RMAK_:/Rocky-10-latest-x86_64-dvd_kickstart.iso                                  -                                               -               -                                           :_DIRS_LOAD_:/rockylinux-10/images/pxeboot/initrd.img                                   :_DIRS_LOAD_:/rockylinux-10/images/pxeboot/vmlinuz                                      :_DIRS_CONF_:/kickstart/ks_rockylinux-10_dvd.cfg                                        -                                               -                                                                                       -                                                           -           
dvd         o           miraclelinux-9                          Miracle%20Linux%209                     miraclelinux-9          miraclelinux-9.6        2025-07-14      20xx-xx-xx      https://repo.dist.miraclelinux.net/miraclelinux/isos/9.6-released/x86_64/MIRACLELINUX-9.[0-9.-]+-rtm-x86_64.iso                                 https://repo.dist.miraclelinux.net/miraclelinux/isos/9.6-released/x86_64/MIRACLELINUX-9.6-rtm-x86_64.iso                                        2025-07-09T05:49:31+00:00                       12297824256     2026-09-15T18:00:36.385851+00:00                200             :_DIRS_ISOS_:/linux/miraclelinux/MIRACLELINUX-9.6-rtm-x86_64.iso                        2025-07-09T05:49:31+00:00                       12297824256     -                                           :_DIRS_RMAK_:/MIRACLELINUX-9.6-rtm-x86_64_kickstart.iso                                 -                                               -               -                                           :_DIRS_LOAD_:/miraclelinux-9/images/pxeboot/initrd.img                                  :_DIRS_LOAD_:/miraclelinux-9/images/pxeboot/vmlinuz                                     :_DIRS_CONF_:/kickstart/ks_miraclelinux-9_dvd.cfg                                       -                                               -                                                                                       -                                                           -           
dvd         o           miraclelinux-9                          Miracle%20Linux%209                     miraclelinux-9          miraclelinux-9.8        2026-07-15      20xx-xx-xx      https://repo.dist.miraclelinux.net/miraclelinux/isos/9.8-released/x86_64/MIRACLELINUX-9.[0-9.-]+-rtm-x86_64.iso                                 https://repo.dist.miraclelinux.net/miraclelinux/isos/9.8-released/x86_64/MIRACLELINUX-9.8-rtm-x86_64.iso                                        2026-07-13T07:36:49+00:00                       13542518784     2026-09-15T18:00:36.489666+00:00                200             :_DIRS_ISOS_:/linux/miraclelinux/MIRACLELINUX-9.8-rtm-x86_64.iso                        2026-07-13T07:36:49+00:00                       13542518784     -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
dvd         x           opensuse-leap-15.6                      openSUSE%20Leap%2015.6                  opensuse-leap-15.6      opensuse-leap-15.6      2024-06-12      2026-04-30      https://download.opensuse.org/distribution/leap/15.6/iso/openSUSE-Leap-15.6-DVD-x86_64-Media.iso                                                https://download.opensuse.org/distribution/leap/15.6/iso/openSUSE-Leap-15.6-DVD-x86_64-Media.iso                                                2024-06-20T11:56:54+00:00                       4631560192      2026-09-15T18:00:37.344534+00:00                200             :_DIRS_ISOS_:/linux/opensuse/openSUSE-Leap-15.6-DVD-x86_64-Media.iso                    2024-06-20T11:56:54+00:00                       4631560192      -                                           :_DIRS_RMAK_:/openSUSE-Leap-15.6-DVD-x86_64-Media_autoyast.iso                          -                                               -               -                                           :_DIRS_LOAD_:/opensuse-leap-15.6/boot/x86_64/loader/initrd                              :_DIRS_LOAD_:/opensuse-leap-15.6/boot/x86_64/loader/linux                               :_DIRS_CONF_:/autoyast/autoinst_leap-15.6_dvd.xml                                       -                                               -                                                                                       -                                                           -           
dvd         o           opensuse-leap-16.0                      openSUSE%20Leap%2016.0                  opensuse-leap-16.0      opensuse-leap-16.0      2025-10-01      2027-10-31      https://download.opensuse.org/distribution/leap/16.0/offline/Leap-16.0-offline-installer-x86_64.install.iso                                     https://download.opensuse.org/distribution/leap/16.0/offline/Leap-16.0-offline-installer-x86_64.install.iso                                     2026-06-20T11:22:58+00:00                       4538236928      2026-09-15T18:00:38.134414+00:00                200             :_DIRS_ISOS_:/linux/opensuse/Leap-16.0-offline-installer-x86_64.install.iso             2026-06-20T11:22:58+00:00                       4538236928      -                                           :_DIRS_RMAK_:/Leap-16.0-offline-installer-x86_64.install_agama.iso                      -                                               -               -                                           :_DIRS_LOAD_:/opensuse-leap-16.0/boot/x86_64/loader/initrd                              :_DIRS_LOAD_:/opensuse-leap-16.0/boot/x86_64/loader/linux                               :_DIRS_CONF_:/agama/autoinst_leap-16.0.json                                             -                                               -                                                                                       -                                                           -           
dvd         o           opensuse-leap-16.1                      openSUSE%20Leap%2016.1                  opensuse-leap-16.1      opensuse-leap-16.1      20xx-xx-xx      20xx-xx-xx      https://download.opensuse.org/distribution/leap/16.1/offline/Leap-16.1-offline-installer-x86_64.install.iso                                     https://download.opensuse.org/distribution/leap/16.1/offline/Leap-16.1-offline-installer-x86_64.install.iso                                     2026-09-05T20:05:41+00:00                       4567597056      2026-09-15T18:00:38.979390+00:00                200             :_DIRS_ISOS_:/linux/opensuse/Leap-16.1-offline-installer-x86_64.install.iso             2026-07-27T16:24:58+00:00                       4584374272      -                                           :_DIRS_RMAK_:/Leap-16.1-offline-installer-x86_64.install_agama.iso                      -                                               -               -                                           :_DIRS_LOAD_:/opensuse-leap-16.1/boot/x86_64/loader/initrd                              :_DIRS_LOAD_:/opensuse-leap-16.1/boot/x86_64/loader/linux                               :_DIRS_CONF_:/agama/autoinst_leap-16.1.json                                             -                                               -                                                                                       -                                                           -           
dvd         o           opensuse-tumbleweed                     openSUSE%20Tumbleweed                   opensuse-tumbleweed     opensuse-tumbleweed     2014-11-xx      20xx-xx-xx      https://download.opensuse.org/tumbleweed/iso/openSUSE-Tumbleweed-DVD-x86_64-Current.iso                                                         https://download.opensuse.org/tumbleweed/iso/openSUSE-Tumbleweed-DVD-x86_64-Current.iso                                                         2026-09-14T21:29:40+00:00                       4648337408      2026-09-15T18:00:42.024131+00:00                200             :_DIRS_ISOS_:/linux/opensuse/openSUSE-Tumbleweed-DVD-x86_64-Current.iso                 2026-07-28T23:36:33+00:00                       4506779648      -                                           :_DIRS_RMAK_:/openSUSE-Tumbleweed-DVD-x86_64-Current_autoyast.iso                       -                                               -               -                                           :_DIRS_LOAD_:/opensuse-tumbleweed/boot/x86_64/loader/initrd                             :_DIRS_LOAD_:/opensuse-tumbleweed/boot/x86_64/loader/linux                              :_DIRS_CONF_:/autoyast/autoinst_tumbleweed_dvd.xml                                      -                                               -                                                                                       -                                                           -           
dvd         o           windows-10                              Windows%2010                            windows-10-22h2         windows-10-22h2-v1      2022-10-18      2025-10-14      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/windows-10/Win10_22H2_Japanese_x64v1.iso                          -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
dvd         o           windows-11                              Windows%2011                            windows-11-25h2         windows-11-25h2-v2      2025-09-30      2027-10-12      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/windows-11/Win11_25H2_Japanese_x64_v2.iso                         -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
dvd         x           windows-10                              Windows%2010                            windows-10-22h2         windows-10-22h2         2022-10-18      2025-10-14      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/windows-10/Win10_22H2_Japanese_x64.iso                            -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
dvd         x           windows-11                              Windows%2011                            windows-11-25h2         windows-11-25h2         2025-09-30      2027-10-12      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/windows-11/Win11_25H2_Japanese_x64.iso                            -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
dvd         x           windows-11                              Windows%2011                            windows-11-24h2         windows-11-24h2         2024-10-01      2026-10-13      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/windows-11/Win11_24H2_Japanese_x64.iso                            -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
dvd         x           windows-11                              Windows%2011%20custom                   windows-11-24h2         windows-11-24h2-custom  2024-10-01      2026-10-13      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/windows-11/Win11_24H2_Japanese_x64_custom.iso                     -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
dvd         m           menu-entry                              -                                       -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
liveinst    m           menu-entry                              Live%20media%20Install%20mode           -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
liveinst    L           debian-live-11-standard                 Debian%2011%20Live%20standard           debian-11.0             debian-11.0             2021-08-14      2026-08-31      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live[0-9.-]+-amd64-standard.iso                     https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.11.0-amd64-standard.iso                     2024-08-31T14:43:10+00:00                       990904320       2026-09-15T18:00:44.323849+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-standard/d-i/initrd.gz                                     :_DIRS_LOAD_:/debian-live-11-standard/d-i/vmlinuz                                       :_DIRS_CONF_:/preseed/ps_debian_desktop_oldold.cfg                                      -                                               -                                                                                       -                                                           -           
liveinst    L           debian-live-12-standard                 Debian%2012%20Live%20standard           debian-12.0             debian-12.0             2023-06-10      2028-06-30      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live[0-9.-]+-amd64-standard.iso                        https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.15.0-amd64-standard.iso                        2026-07-11T10:16:37+00:00                       1594884096      2026-09-15T18:00:46.099546+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-12.15.0-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-12.15.0-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-12-standard/install/initrd.gz                                 :_DIRS_LOAD_:/debian-live-12-standard/install/vmlinuz                                   :_DIRS_CONF_:/preseed/ps_debian_desktop_old.cfg                                         -                                               -                                                                                       -                                                           -           
liveinst    =           debian-live-13-standard                 Debian%2013%20Live%20standard           debian-13.0             debian-13.0             2025-08-09      2030-06-30      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live[0-9.-]+amd64-standard.iso                                  https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.7.0-amd64-standard.iso                                  2026-09-12T07:55:41+00:00                       2020130816      2026-09-15T18:00:48.373834+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-13.7.0-amd64-standard.iso                        -                                               -               -                                           :_DIRS_RMAK_:/debian-live-13.7.0-amd64-standard_preseed.iso                             -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-standard/install/initrd.gz                                 :_DIRS_LOAD_:/debian-live-13-standard/install/vmlinuz                                   :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             -                                               -                                                                                       -                                                           -           
liveinst    =           debian-live-testing-standard            Debian%20testing%20Live%20standard      debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-standard.iso                                   https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-standard.iso                                   2026-09-14T02:07:18+00:00                       2885681152      2026-09-15T18:00:49.514292+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-testing-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-standard/install/initrd.gz                            :_DIRS_LOAD_:/debian-live-testing-standard/install/vmlinuz                              :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             -                                               -                                                                                       -                                                           -           
