type        entry_flag  entry_name                              entry_disp                              version                 latest                  release         support         web_regexp                                                                                                                                      web_path                                                                                                                                        web_tstamp                                      web_size        web_check                                       web_status      iso_path                                                                                iso_tstamp                                      iso_size        iso_volume                                  rmk_path                                                                                rmk_tstamp                                      rmk_size        rmk_volume                                  ldr_initrd                                                                              ldr_kernel                                                                              cfg_path                                                                                cfg_tstamp                                      lnk_path                                                                                options                                                     create_flag 
live        o           debian-live-13-gnome                    Debian%2013%20Live%20gnome              debian-13.0             debian-13.0             2025-08-09      2030-06-30      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live[0-9.-]+amd64-gnome.iso                                     https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.7.0-amd64-gnome.iso                                     2026-09-12T07:55:41+00:00                       3804708864      2026-09-15T18:01:30.914848+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-13.7.0-amd64-gnome.iso                           -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-gnome/live/initrd.img                                      :_DIRS_LOAD_:/debian-live-13-gnome/live/vmlinuz                                         :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        o           debian-live-testing-gnome               Debian%20testing%20Live%20gnome         debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-gnome.iso                                      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-gnome.iso                                      2026-09-14T02:07:18+00:00                       4630929408      2026-09-15T18:01:32.018225+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-gnome.iso                          2026-07-26T20:13:34+00:00                       4351463424      -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-gnome/live/initrd.img                                 :_DIRS_LOAD_:/debian-live-testing-gnome/live/vmlinuz                                    :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        L           debian-live-11-lxde                     Debian%2011%20Live%20lxde               debian-11.0             debian-11.0             2021-08-14      2026-08-31      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live[0-9.-]+-amd64-lxde.iso                         https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.11.0-amd64-lxde.iso                         2024-08-31T15:15:29+00:00                       2566914048      2026-09-15T18:01:33.773481+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-lxde.iso                           -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-lxde/live/initrd.img-5.10.0-32-amd64                       :_DIRS_LOAD_:/debian-live-11-lxde/live/vmlinuz-5.10.0-32-amd64                          :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        L           debian-live-12-lxde                     Debian%2012%20Live%20lxde               debian-12.0             debian-12.0             2023-06-10      2028-06-30      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live[0-9.-]+-amd64-lxde.iso                            https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.15.0-amd64-lxde.iso                            2026-07-11T10:16:37+00:00                       3228516352      2026-09-15T18:01:35.750323+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-12.15.0-amd64-lxde.iso                           -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-live-12-lxde/live/initrd.img                                       :_DIRS_LOAD_:/debian-live-12-lxde/live/vmlinuz                                          :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        =           debian-live-13-lxde                     Debian%2013%20Live%20lxde               debian-13.0             debian-13.0             2025-08-09      2030-06-30      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live[0-9.-]+amd64-lxde.iso                                      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.7.0-amd64-lxde.iso                                      2026-09-12T07:55:41+00:00                       3800989696      2026-09-15T18:01:38.165603+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-13.7.0-amd64-lxde.iso                            -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-lxde/live/initrd.img                                       :_DIRS_LOAD_:/debian-live-13-lxde/live/vmlinuz                                          :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        =           debian-live-testing-lxde                Debian%20testing%20Live%20lxde          debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-lxde.iso                                       https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-lxde.iso                                       2026-09-14T02:07:18+00:00                       4426297344      2026-09-15T18:01:39.300846+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-lxde.iso                           -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-lxde/live/initrd.img                                  :_DIRS_LOAD_:/debian-live-testing-lxde/live/vmlinuz                                     :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        L           debian-live-11-cinnamon                 Debian%2011%20Live%20cinnamon           debian-11.0             debian-11.0             2021-08-14      2026-08-31      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live[0-9.-]+-amd64-cinnamon.iso                     https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.11.0-amd64-cinnamon.iso                     2024-08-31T15:22:52+00:00                       2874408960      2026-09-15T18:01:42.831394+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-cinnamon.iso                       -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-cinnamon/live/initrd.img-5.10.0-32-amd64                   :_DIRS_LOAD_:/debian-live-11-cinnamon/live/vmlinuz-5.10.0-32-amd64                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        L           debian-live-12-cinnamon                 Debian%2012%20Live%20cinnamon           debian-12.0             debian-12.0             2023-06-10      2028-06-30      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live[0-9.-]+-amd64-cinnamon.iso                        https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.15.0-amd64-cinnamon.iso                        2026-07-11T10:16:37+00:00                       3456106496      2026-09-15T18:01:44.559371+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-12.15.0-amd64-cinnamon.iso                       2026-07-11T10:16:37+00:00                       3456106496      -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-live-12-cinnamon/live/initrd.img                                   :_DIRS_LOAD_:/debian-live-12-cinnamon/live/vmlinuz                                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        o           debian-live-13-cinnamon                 Debian%2013%20Live%20cinnamon           debian-13.0             debian-13.0             2025-08-09      2030-06-30      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live[0-9.-]+amd64-cinnamon.iso                                  https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.7.0-amd64-cinnamon.iso                                  2026-09-12T07:55:41+00:00                       4115103744      2026-09-15T18:01:46.321930+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-13.7.0-amd64-cinnamon.iso                        -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-cinnamon/live/initrd.img                                   :_DIRS_LOAD_:/debian-live-13-cinnamon/live/vmlinuz                                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        o           debian-live-testing-cinnamon            Debian%20testing%20Live%20cinnamon      debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-cinnamon.iso                                   https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-cinnamon.iso                                   2026-09-14T02:07:18+00:00                       4812079104      2026-09-15T18:01:47.459901+00:00                200             :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-cinnamon.iso                       2026-07-26T20:13:34+00:00                       4520355840      -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-cinnamon/live/initrd.img                              :_DIRS_LOAD_:/debian-live-testing-cinnamon/live/vmlinuz                                 :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        L           ubuntu-desktop-20.04                    Ubuntu%2020.04%20Desktop                ubuntu-20.04            ubuntu-20.04            2020-04-23      2035-04-xx      https://releases.ubuntu.com/20.04/ubuntu-20.04[0-9.-]*-desktop-amd64.iso                                                                        https://releases.ubuntu.com/20.04/ubuntu-20.04.6-desktop-amd64.iso                                                                              2023-03-16T15:58:09+00:00                       4351463424      2026-09-15T18:01:48.904985+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-20.04.6-desktop-amd64.iso                             -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-20.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-20.04/casper/vmlinuz                                       :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        L           ubuntu-desktop-22.04                    Ubuntu%2022.04%20Desktop                ubuntu-22.04            ubuntu-22.04            2022-04-21      2037-04-xx      https://releases.ubuntu.com/22.04/ubuntu-22.04[0-9.-]*-desktop-amd64.iso                                                                        https://releases.ubuntu.com/22.04/ubuntu-22.04.5-desktop-amd64.iso                                                                              2024-09-11T14:38:59+00:00                       4762707968      2026-09-15T18:01:49.653452+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-22.04.5-desktop-amd64.iso                             -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-22.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-22.04/casper/vmlinuz                                       :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -                                                           -           
live        L           ubuntu-desktop-24.04                    Ubuntu%2024.04%20Desktop                ubuntu-24.04            ubuntu-24.04            2024-04-25      2039-04-xx      https://releases.ubuntu.com/24.04/ubuntu-24.04[0-9.-]*-desktop-amd64.iso                                                                        https://releases.ubuntu.com/24.04/ubuntu-24.04.4-desktop-amd64.iso                                                                              2026-02-10T01:41:25+00:00                       6655619072      2026-09-15T18:01:50.442838+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-24.04.4-desktop-amd64.iso                             2026-02-10T01:41:25+00:00                       6655619072      -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-24.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-24.04/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -                                                           -           
live        x           ubuntu-desktop-24.10                    Ubuntu%2024.10%20Desktop                ubuntu-24.10            ubuntu-24.10            2024-10-10      2025-07-10      https://old-releases.ubuntu.com/releases/24.10/ubuntu-24.10[0-9.-]*-desktop-amd64.iso                                                           https://old-releases.ubuntu.com/releases/24.10/ubuntu-24.10-desktop-amd64.iso                                                                   2024-10-09T14:32:32+00:00                       5665497088      2026-09-15T18:01:52.158976+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-24.10-desktop-amd64.iso                               -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-24.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-24.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -                                                           -           
live        x           ubuntu-desktop-25.04                    Ubuntu%2025.04%20Desktop                ubuntu-25.04            ubuntu-25.04            2025-04-17      2026-01-15      https://old-releases.ubuntu.com/releases/25.04/ubuntu-25.04[0-9.-]*-desktop-amd64.iso                                                           https://old-releases.ubuntu.com/releases/25.04/ubuntu-25.04-desktop-amd64.iso                                                                   2025-04-15T18:47:56+00:00                       6278520832      2026-09-15T18:01:53.043849+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.04-desktop-amd64.iso                               -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.04/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -                                                           -           
live        x           ubuntu-desktop-25.10                    Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            2025-10-09      2026-07-09      https://releases.ubuntu.com/25.10/ubuntu-25.10[0-9.-]*-desktop-amd64.iso                                                                        https://releases.ubuntu.com/25.10/ubuntu-25.10-desktop-amd64.iso                                                                                2025-10-07T03:55:53+00:00                       5702520832      2026-09-15T18:01:54.211776+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-desktop-amd64.iso                               2025-10-07T03:55:53+00:00                       5702520832      -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -                                                           -           
live        o           ubuntu-desktop-26.04                    Ubuntu%2026.04%20Desktop                ubuntu-26.04            ubuntu-26.04            2026-04-23      2041-04-xx      https://releases.ubuntu.com/26.04/ubuntu-26.04[0-9.-]*-desktop-amd64.iso                                                                        https://releases.ubuntu.com/26.04/ubuntu-26.04.1-desktop-amd64.iso                                                                              2026-08-26T06:38:13+00:00                       6482409472      2026-09-15T18:01:54.975510+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-26.04.1-desktop-amd64.iso                             -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-26.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-26.04/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -                                                           -           
live        o           ubuntu-desktop-26.10                    Ubuntu%2026.10%20Desktop                ubuntu-26.10            ubuntu-26.10            2026-10-15      2027-07-15      https://cdimage.ubuntu.com/ubuntu/stonking/daily-live/current/stonking-desktop-amd64.iso                                                        https://cdimage.ubuntu.com/ubuntu/stonking/daily-live/current/stonking-desktop-amd64.iso                                                        2026-09-13T05:29:43+00:00                       6299959296      2026-09-15T18:01:55.921590+00:00                200             :_DIRS_ISOS_:/linux/ubuntu/stonking-desktop-amd64.iso                                   2026-06-27T05:42:22+00:00                       6225442816      -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-26.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-26.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/-                                                                 -                                               -                                                                                       -                                                           -           
live        o           almalinux-live-10                       Alma%20Linux%2010%20Live                almalinux-10            almalinux-10.0          2025-05-27      20xx-xx-xx      https://repo.almalinux.org/almalinux/10/live/x86_64/AlmaLinux-10-latest-x86_64-Live-GNOME.iso                                                   https://repo.almalinux.org/almalinux/10/live/x86_64/AlmaLinux-10-latest-x86_64-Live-GNOME.iso                                                   2026-05-27T12:55:48+00:00                       1930422272      2026-09-15T18:01:55.974092+00:00                200             :_DIRS_ISOS_:/linux/almalinux/AlmaLinux-10-latest-x86_64-Live-GNOME.iso                 2026-05-27T12:55:48+00:00                       1930422272      -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/almalinux-live-10/images/pxeboot/initrd.img                               :_DIRS_LOAD_:/almalinux-live-10/images/pxeboot/vmlinuz                                  :_DIRS_CONF_:/kickstart/-                                                               -                                               -                                                                                       -                                                           -           
live        m           menu-entry                              -                                       -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
tool        m           menu-entry                              System%20tools                          -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
tool        x           memtest86plus                           Memtest86+%208.00                       memtest86plus-8.00      memtest86plus-8.00      2025-11-24      20xx-xx-xx      https://www.memtest.org/download/v8.00/mt86plus_8.00_x86_64.grub.iso.zip                                                                        https://www.memtest.org/download/v8.00/mt86plus_8.00_x86_64.grub.iso.zip                                                                        2025-11-23T23:36:53+00:00                       6454333         2026-09-15T18:01:57.128272+00:00                200             :_DIRS_ISOS_:/linux/memtest86plus/mt86plus_8.00_x86_64.grub.iso.zip                     2025-11-23T23:36:53+00:00                       6454333         -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/memtest86plus/EFI/BOOT/memtest                                            :_DIRS_LOAD_:/memtest86plus/boot/memtest                                                -                                                                                       -                                               -                                                                                       -                                                           -           
tool        o           memtest86plus                           Memtest86+%208.10                       memtest86plus-8.10      memtest86plus-8.10      2026-05-16      20xx-xx-xx      https://www.memtest.org/download/v8.10/mt86plus_8.10_x86_64.grub.iso.zip                                                                        https://www.memtest.org/download/v8.10/mt86plus_8.10_x86_64.grub.iso.zip                                                                        2026-05-16T15:15:27+00:00                       6593407         2026-09-15T18:01:57.384580+00:00                200             :_DIRS_ISOS_:/linux/memtest86plus/mt86plus_8.10_x86_64.grub.iso.zip                     2026-05-16T15:15:27+00:00                       6593407         -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/memtest86plus/EFI/BOOT/memtest                                            :_DIRS_LOAD_:/memtest86plus/boot/memtest                                                -                                                                                       -                                               -                                                                                       -                                                           -           
tool        =           winpe-x86                               WinPE%20x86                             winpe-x86               winpe-x86               20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/winpe/WinPEx86.iso                                                -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
tool        o           winpe-x64                               WinPE%20x64                             winpe-x64               winpe-x64               20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/winpe/WinPEx64.iso                                                -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
tool        o           ati2020x86                              Acronis%20True%20Image%202020x86        ati2020x86              ati2020x86              20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/ati/WinPE_ATI2020x86.iso                                          -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
tool        o           ati2020x64                              Acronis%20True%20Image%202020x64        ati2020x64              ati2020x64              20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/ati/WinPE_ATI2020x64.iso                                          -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
tool        o           aomei-backupper                         AOMEI%20Backupper%20Standard            aomei-backupper         aomei-backupper         20xx-xx-xx      20xx-xx-xx      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/windows/aomei/ampe.iso                                                    -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
tool        m           menu-entry                              -                                       -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
clive       m           menu-entry                              Custom%20Live%20Media                   -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -                                                           -           
clive       L           live-debian-11-x86_64-server            Live%20Debian%2011%20Server             debian-11.0             debian-11.0             2021-08-14      2026-08-31      -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               :_DIRS_RMAK_:/live-debian-11.0-x86_64-server.iso                                        -                                               -               -                                           -                                                                                       -                                               -               -                                           :_DIRS_LOAD_:/live-debian-11-x86_64-server/LiveOS/initrd.img                            :_DIRS_LOAD_:/live-debian-11-x86_64-server/LiveOS/vmlinuz                               :_DIRS_CONF_:/kickstart/-                                                               -                                               -                                                                                       security=apparmor%20apparmor=1                              -           
