type        entry_flag  entry_name                              entry_disp                              version                 latest                  release         support         web_regexp                                                                                                                                      web_path                                                                                                                                        web_tstamp                                      web_size        web_check                                       web_status      iso_path                                                                                iso_tstamp                                      iso_size        iso_volume                                  rmk_path                                                                                rmk_tstamp                                      rmk_size        rmk_volume                                  ldr_initrd                                                                              ldr_kernel                                                                              cfg_path                                                                                cfg_tstamp                                      lnk_path                                                                                create_flag 
liveinst    o           debian-live-testing-standard            Debian%20testing%20Live%20standard      debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-standard.iso                                   https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-standard.iso                                   2025-12-29%2008:09:59+0000                      2291744768      2026-01-04%2000:21:41+0000                      200             :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-standard.iso                       2025-12-29%2008:09:59+0000                      2291744768      d-live%20testing%20st%20amd64               :_DIRS_RMAK_:/debian-live-testing-amd64-standard_preseed.iso                            2026-01-03%2021:38:31+0000                      2487599104      d-live%20testing%20st%20amd64               :_DIRS_LOAD_:/debian-live-testing-standard/install/initrd.gz                            :_DIRS_LOAD_:/debian-live-testing-standard/install/vmlinuz                              :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             2026-01-04%2000:14:01+0000                      -                                                                                       c           
liveinst    L           debian-live-11-gnome                    Debian%2011%20Live%20gnome              debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-gnome.iso                     -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-gnome.iso                          -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-gnome_preseed.iso                               -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-gnome/d-i/initrd.gz                                        :_DIRS_LOAD_:/debian-live-11-gnome/d-i/vmlinuz                                          :_DIRS_CONF_:/preseed/ps_debian_desktop_old.cfg                                         -                                               -                                                                                       -           
liveinst    o           debian-live-12-gnome                    Debian%2012%20Live%20gnome              debian-12.0             debian-12.0             2023-06-10      2026-06-10      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.[0-9.]*-amd64-gnome.iso                        https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.12.0-amd64-gnome.iso                           2025-09-06%2011:02:45+0000                      3452731392      -                                               200             :_DIRS_ISOS_:/linux/debian/debian-live-12.12.0-amd64-gnome.iso                          2025-09-06%2011:02:45+0000                      3452731392      d-live%2012.12.0%20gn%20amd64               :_DIRS_RMAK_:/debian-live-12.12.0-amd64-gnome_preseed.iso                               2026-01-03%2021:40:04+0000                      3553296384      d-live%2012.12.0%20gn%20amd64               :_DIRS_LOAD_:/debian-live-12-gnome/install/initrd.gz                                    :_DIRS_LOAD_:/debian-live-12-gnome/install/vmlinuz                                      :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             2026-01-04%2000:14:01+0000                      -                                                                                       c           
liveinst    o           debian-live-13-gnome                    Debian%2013%20Live%20gnome              debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-gnome.iso                                 https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.2.0-amd64-gnome.iso                                     2025-11-15%2010:36:56+0000                      4094361600      -                                               200             :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-gnome.iso                           2025-11-15%2010:36:56+0000                      4094361600      d-live%2013.2.0%20gn%20amd64                :_DIRS_RMAK_:/debian-live-13.2.0-amd64-gnome_preseed.iso                                2026-01-03%2021:41:53+0000                      4248928256      d-live%2013.2.0%20gn%20amd64                :_DIRS_LOAD_:/debian-live-13-gnome/install/initrd.gz                                    :_DIRS_LOAD_:/debian-live-13-gnome/install/vmlinuz                                      :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             2026-01-04%2000:14:01+0000                      -                                                                                       c           
liveinst    o           debian-live-testing-gnome               Debian%20testing%20Live%20gnome         debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-gnome.iso                                      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-gnome.iso                                      2025-12-29%2008:09:59+0000                      4261412864      2026-01-04%2000:21:53+0000                      200             :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-gnome.iso                          2025-12-29%2008:09:59+0000                      4261412864      d-live%20testing%20gn%20amd64               :_DIRS_RMAK_:/debian-live-testing-amd64-gnome_preseed.iso                               2026-01-03%2021:44:04+0000                      4492099584      d-live%20testing%20gn%20amd64               :_DIRS_LOAD_:/debian-live-testing-gnome/install/initrd.gz                               :_DIRS_LOAD_:/debian-live-testing-gnome/install/vmlinuz                                 :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             2026-01-04%2000:14:01+0000                      -                                                                                       c           
liveinst    L           debian-live-11-lxde                     Debian%2011%20Live%20lxde               debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-lxde.iso                      -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-lxde.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-lxde_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-lxde/d-i/initrd.gz                                         :_DIRS_LOAD_:/debian-live-11-lxde/d-i/vmlinuz                                           :_DIRS_CONF_:/preseed/ps_debian_desktop_old.cfg                                         -                                               -                                                                                       -           
liveinst    o           debian-live-12-lxde                     Debian%2012%20Live%20lxde               debian-12.0             debian-12.0             2023-06-10      2026-06-10      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.[0-9.]*-amd64-lxde.iso                         https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.12.0-amd64-lxde.iso                            2025-09-06%2011:02:45+0000                      3161604096      -                                               200             :_DIRS_ISOS_:/linux/debian/debian-live-12.12.0-amd64-lxde.iso                           2025-09-06%2011:02:45+0000                      3161604096      d-live%2012.12.0%20ld%20amd64               :_DIRS_RMAK_:/debian-live-12.12.0-amd64-lxde_preseed.iso                                2026-01-03%2021:45:37+0000                      3258777600      d-live%2012.12.0%20ld%20amd64               :_DIRS_LOAD_:/debian-live-12-lxde/install/initrd.gz                                     :_DIRS_LOAD_:/debian-live-12-lxde/install/vmlinuz                                       :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             2026-01-04%2000:14:01+0000                      -                                                                                       c           
liveinst    o           debian-live-13-lxde                     Debian%2013%20Live%20lxde               debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-lxde.iso                                  https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.2.0-amd64-lxde.iso                                      2025-11-15%2010:36:56+0000                      3791650816      -                                               200             :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-lxde.iso                            2025-11-15%2010:36:56+0000                      3791650816      d-live%2013.2.0%20ld%20amd64                :_DIRS_RMAK_:/debian-live-13.2.0-amd64-lxde_preseed.iso                                 2026-01-03%2021:47:20+0000                      3942645760      d-live%2013.2.0%20ld%20amd64                :_DIRS_LOAD_:/debian-live-13-lxde/install/initrd.gz                                     :_DIRS_LOAD_:/debian-live-13-lxde/install/vmlinuz                                       :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             2026-01-04%2000:14:01+0000                      -                                                                                       c           
liveinst    o           debian-live-testing-lxde                Debian%20testing%20Live%20lxde          debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-lxde.iso                                       https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-lxde.iso                                       2025-12-29%2008:09:59+0000                      3976200192      2026-01-04%2000:22:04+0000                      200             :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-lxde.iso                           2025-12-29%2008:09:59+0000                      3976200192      d-live%20testing%20ld%20amd64               :_DIRS_RMAK_:/debian-live-testing-amd64-lxde_preseed.iso                                2026-01-03%2021:49:07+0000                      4206968832      d-live%20testing%20ld%20amd64               :_DIRS_LOAD_:/debian-live-testing-lxde/install/initrd.gz                                :_DIRS_LOAD_:/debian-live-testing-lxde/install/vmlinuz                                  :_DIRS_CONF_:/preseed/ps_debian_desktop.cfg                                             2026-01-04%2000:14:01+0000                      -                                                                                       c           
liveinst    L           ubuntu-desktop-20.04                    Ubuntu%2020.04%20Desktop                ubuntu-20.04            ubuntu-20.04            2020-04-23      2025-05-29      https://releases.ubuntu.com/20.04/ubuntu-20.04[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-20.04.6-desktop-amd64.iso                             -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-20.04.6-desktop-amd64_preseed.iso                                  -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-20.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-20.04/casper/vmlinuz                                       :_DIRS_CONF_:/preseed/ps_ubiquity_desktop_old.cfg                                       -                                               -                                                                                       -           
liveinst    S           ubuntu-desktop-22.04                    Ubuntu%2022.04%20Desktop                ubuntu-22.04            ubuntu-22.04            2022-04-21      2027-06-01      https://releases.ubuntu.com/22.04/ubuntu-22.04[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-22.04.5-desktop-amd64.iso                             -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-22.04.5-desktop-amd64_preseed.iso                                  -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-22.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-22.04/casper/vmlinuz                                       :_DIRS_CONF_:/preseed/ps_ubiquity_desktop_old.cfg                                       -                                               -                                                                                       -           
liveinst    o           ubuntu-desktop-24.04                    Ubuntu%2024.04%20Desktop                ubuntu-24.04            ubuntu-24.04            2024-04-25      2029-05-31      https://releases.ubuntu.com/24.04/ubuntu-24.04[0-9.]*-desktop-amd64.iso                                                                         https://releases.ubuntu.com/24.04/ubuntu-24.04.3-desktop-amd64.iso                                                                              2025-08-05%2018:22:33+0000                      6345887744      -                                               200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-24.04.3-desktop-amd64.iso                             2025-08-05%2018:22:33+0000                      6345887744      Ubuntu%2024.04.3%20LTS%20amd64              :_DIRS_RMAK_:/ubuntu-24.04.3-desktop-amd64_nocloud.iso                                  2026-01-03%2021:51:34+0000                      6346260480      Ubuntu%2024.04.3%20LTS%20amd64              :_DIRS_LOAD_:/ubuntu-desktop-24.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-24.04/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    2026-01-04%2000:14:01+0000                      -                                                                                       c           
liveinst    L           ubuntu-desktop-24.10                    Ubuntu%2024.10%20Desktop                ubuntu-24.10            ubuntu-24.10            2024-10-10      2025-07-xx      https://releases.ubuntu.com/24.10/ubuntu-24.10[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-24.10-desktop-amd64.iso                               -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-24.10-desktop-amd64_nocloud.iso                                    -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-24.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-24.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    o           ubuntu-desktop-25.04                    Ubuntu%2025.04%20Desktop                ubuntu-25.04            ubuntu-25.04            2025-04-17      2026-01-xx      https://releases.ubuntu.com/25.04/ubuntu-25.04[0-9.]*-desktop-amd64.iso                                                                         https://releases.ubuntu.com/25.04/ubuntu-25.04-desktop-amd64.iso                                                                                2025-04-15%2018:47:56+0000                      6278520832      -                                               200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.04-desktop-amd64.iso                               2025-04-15%2018:47:56+0000                      6278520832      Ubuntu%2025.04%20amd64                      :_DIRS_RMAK_:/ubuntu-25.04-desktop-amd64_nocloud.iso                                    2026-01-03%2021:54:03+0000                      6278893568      Ubuntu%2025.04%20amd64                      :_DIRS_LOAD_:/ubuntu-desktop-25.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.04/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    2026-01-04%2000:14:01+0000                      -                                                                                       c           
liveinst    o           ubuntu-desktop-25.10                    Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      https://releases.ubuntu.com/25.10/ubuntu-25.10[0-9.]*-desktop-amd64.iso                                                                         https://releases.ubuntu.com/25.10/ubuntu-25.10-desktop-amd64.iso                                                                                2025-10-07%2003:55:53+0000                      5702520832      -                                               200             :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-desktop-amd64.iso                               2025-10-07%2003:55:53+0000                      5702520832      Ubuntu%2025.10%20amd64                      :_DIRS_RMAK_:/ubuntu-25.10-desktop-amd64_nocloud.iso                                    2026-01-03%2021:56:24+0000                      5702887424      Ubuntu%2025.10%20amd64                      :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    2026-01-04%2000:14:01+0000                      -                                                                                       c           
liveinst    =           ubuntu-desktop-25.10-beta               Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      https://releases.ubuntu.com/25.10/ubuntu-25.10[0-9.]*-beta-desktop-amd64.iso                                                                    -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-beta-desktop-amd64.iso                          -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-25.10-beta-desktop-amd64_nocloud.iso                               -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    x           ubuntu-desktop-25.10-snapshot           Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      http://ubuntutym2.u-toyama.ac.jp/ubuntu-dvd/25.10/snapshot-4/ubuntu-25.10-snapshot[0-9]*-desktop-amd64.iso                                      -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-25.10-snapshot4-desktop-amd64.iso                     -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-25.10-snapshot4-desktop-amd64_nocloud.iso                          -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    x           ubuntu-desktop-25.10-daily-build        Ubuntu%2025.10%20Desktop                ubuntu-25.10            ubuntu-25.10            20xx-xx-xx      20xx-xx-xx      https://cdimage.ubuntu.com/daily-live/current/questing-desktop-amd64.iso                                                                        -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/questing-desktop-amd64.iso                                   -                                               -               -                                           :_DIRS_RMAK_:/questing-desktop-amd64_nocloud.iso                                        -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-25.10/casper/vmlinuz                                       :_DIRS_CONF_:/nocloud/ubuntu_desktop                                                    -                                               -                                                                                       -           
liveinst    m           menu-entry                              %20                                     -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
live        m           menu-entry                              Live%20media%20Live%20mode              -                       -                       -               -               -                                                                                                                                               -                                                                                                                                               -                                               -               -                                               -               -                                                                                       -                                               -               -                                           -                                                                                       -                                               -               -                                           -                                                                                       -                                                                                       -                                                                                       -                                               -                                                                                       -           
live        L           debian-live-11-standard                 Debian%2011%20Live%20standard           debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-standard.iso                  -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-standard/live/initrd.img-5.10.0-32-amd64                   :_DIRS_LOAD_:/debian-live-11-standard/live/vmlinuz-5.10.0-32-amd64                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-12-standard                 Debian%2012%20Live%20standard           debian-12.0             debian-12.0             2023-06-10      2026-06-10      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.[0-9.]*-amd64-standard.iso                     -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-12.12.0-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-12.12.0-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-12-standard/live/initrd.img                                   :_DIRS_LOAD_:/debian-live-12-standard/live/vmlinuz                                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-13-standard                 Debian%2013%20Live%20standard           debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-standard.iso                              -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-standard.iso                        -                                               -               -                                           :_DIRS_RMAK_:/debian-live-13.1.0-amd64-standard_preseed.iso                             -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-standard/live/initrd.img                                   :_DIRS_LOAD_:/debian-live-13-standard/live/vmlinuz                                      :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-testing-standard            Debian%20testing%20Live%20standard      debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-standard.iso                                   -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-standard.iso                       -                                               -               -                                           :_DIRS_RMAK_:/debian-live-testing-amd64-standard_preseed.iso                            -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-standard/live/initrd.img                              :_DIRS_LOAD_:/debian-live-testing-standard/live/vmlinuz                                 :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        L           debian-live-11-gnome                    Debian%2011%20Live%20gnome              debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-gnome.iso                     -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-gnome.iso                          -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-gnome_preseed.iso                               -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-gnome/live/initrd.img-5.10.0-32-amd64                      :_DIRS_LOAD_:/debian-live-11-gnome/live/vmlinuz-5.10.0-32-amd64                         :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        o           debian-live-12-gnome                    Debian%2012%20Live%20gnome              debian-12.0             debian-12.0             2023-06-10      2026-06-10      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.[0-9.]*-amd64-gnome.iso                        https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.12.0-amd64-gnome.iso                           2025-09-06%2011:02:45+0000                      3452731392      -                                               200             :_DIRS_ISOS_:/linux/debian/debian-live-12.12.0-amd64-gnome.iso                          2025-09-06%2011:02:45+0000                      3452731392      d-live%2012.12.0%20gn%20amd64               :_DIRS_RMAK_:/debian-live-12.12.0-amd64-gnome_preseed.iso                               2026-01-03%2021:40:04+0000                      3553296384      d-live%2012.12.0%20gn%20amd64               :_DIRS_LOAD_:/debian-live-12-gnome/live/initrd.img                                      :_DIRS_LOAD_:/debian-live-12-gnome/live/vmlinuz                                         :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       c           
live        o           debian-live-13-gnome                    Debian%2013%20Live%20gnome              debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-gnome.iso                                 https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.2.0-amd64-gnome.iso                                     2025-11-15%2010:36:56+0000                      4094361600      -                                               200             :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-gnome.iso                           2025-11-15%2010:36:56+0000                      4094361600      d-live%2013.2.0%20gn%20amd64                :_DIRS_RMAK_:/debian-live-13.1.0-amd64-gnome_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-gnome/live/initrd.img                                      :_DIRS_LOAD_:/debian-live-13-gnome/live/vmlinuz                                         :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       c           
live        o           debian-live-testing-gnome               Debian%20testing%20Live%20gnome         debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-gnome.iso                                      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-gnome.iso                                      2025-12-29%2008:09:59+0000                      4261412864      2026-01-04%2000:23:51+0000                      200             :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-gnome.iso                          2025-12-29%2008:09:59+0000                      4261412864      d-live%20testing%20gn%20amd64               :_DIRS_RMAK_:/debian-live-testing-amd64-gnome_preseed.iso                               2026-01-03%2021:44:04+0000                      4492099584      d-live%20testing%20gn%20amd64               :_DIRS_LOAD_:/debian-live-testing-gnome/live/initrd.img                                 :_DIRS_LOAD_:/debian-live-testing-gnome/live/vmlinuz                                    :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       c           
live        L           debian-live-11-lxde                     Debian%2011%20Live%20lxde               debian-11.0             debian-11.0             2021-08-14      2024-08-15      https://cdimage.debian.org/cdimage/archive/latest-oldoldstable-live/amd64/iso-hybrid/debian-live-11.[0-9.]*-amd64-lxde.iso                      -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-11.11.0-amd64-lxde.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-11.11.0-amd64-lxde_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-11-lxde/live/initrd.img-5.10.0-32-amd64                       :_DIRS_LOAD_:/debian-live-11-lxde/live/vmlinuz-5.10.0-32-amd64                          :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-12-lxde                     Debian%2012%20Live%20lxde               debian-12.0             debian-12.0             2023-06-10      2026-06-10      https://cdimage.debian.org/cdimage/archive/latest-oldstable-live/amd64/iso-hybrid/debian-live-12.[0-9.]*-amd64-lxde.iso                         -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-12.12.0-amd64-lxde.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-12.12.0-amd64-lxde_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-12-lxde/live/initrd.img                                       :_DIRS_LOAD_:/debian-live-12-lxde/live/vmlinuz                                          :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-13-lxde                     Debian%2013%20Live%20lxde               debian-13.0             debian-13.0             2025-08-09      2028-08-09      https://cdimage.debian.org/cdimage/release/current-live/amd64/iso-hybrid/debian-live-13.[0-9.]*-amd64-lxde.iso                                  -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-13.2.0-amd64-lxde.iso                            -                                               -               -                                           :_DIRS_RMAK_:/debian-live-13.1.0-amd64-lxde_preseed.iso                                 -                                               -               -                                           :_DIRS_LOAD_:/debian-live-13-lxde/live/initrd.img                                       :_DIRS_LOAD_:/debian-live-13-lxde/live/vmlinuz                                          :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        =           debian-live-testing-lxde                Debian%20testing%20Live%20lxde          debian-testing          debian-testing          20xx-xx-xx      20xx-xx-xx      https://cdimage.debian.org/cdimage/weekly-live-builds/amd64/iso-hybrid/debian-live-testing-amd64-lxde.iso                                       -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/debian/debian-live-testing-amd64-lxde.iso                           -                                               -               -                                           :_DIRS_RMAK_:/debian-live-testing-amd64-lxde_preseed.iso                                -                                               -               -                                           :_DIRS_LOAD_:/debian-live-testing-lxde/live/initrd.img                                  :_DIRS_LOAD_:/debian-live-testing-lxde/live/vmlinuz                                     :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
live        L           ubuntu-desktop-20.04                    Ubuntu%2020.04%20Desktop                ubuntu-20.04            ubuntu-20.04            2020-04-23      2025-05-29      https://releases.ubuntu.com/20.04/ubuntu-20.04[0-9.]*-desktop-amd64.iso                                                                         -                                                                                                                                               -                                               -               -                                               -               :_DIRS_ISOS_:/linux/ubuntu/ubuntu-20.04.6-desktop-amd64.iso                             -                                               -               -                                           :_DIRS_RMAK_:/ubuntu-20.04.6-desktop-amd64_preseed.iso                                  -                                               -               -                                           :_DIRS_LOAD_:/ubuntu-desktop-20.04/casper/initrd                                        :_DIRS_LOAD_:/ubuntu-desktop-20.04/casper/vmlinuz                                       :_DIRS_CONF_:/preseed/-                                                                 -                                               -                                                                                       -           
